Title,ProductId,Release,Price,In stock,Publisher,Created,Runtime,Spoken Languages,SubTitle Languages,ImageURL,Promotion,OrderType
Knights of Sidonia Love Woven in the Stars Blu-ray,Knights-of-Sidonia-Love-Woven-in-the-Stars-Blu-ray,2022-04-12,26.24,False,FUNIMATION,2021,110,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106224_anime-knights-of-sidonia-love-woven-in-the-stars-blu-ray-primary.jpg,,
Show By Rock!! Stars!! Blu-ray,Show-By-Rock-Stars-Blu-ray,2022-04-26,48.74,False,FUNIMATION,2021,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105685_anime-show-by-rock-stars-primary.jpg,,
Dances with the Dragons Essentials Blu-ray,Dances-with-the-Dragons-Essentials-Blu-ray,2022-04-19,22.49,False,FUNIMATION,2018,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105890_anime-dances-with-the-dragons-essentials-blu-ray-primary.jpg,,
Wonder Egg Priority Limited Edition Blu-ray/DVD,Wonder-Egg-Priority-Limited-Edition-Blu-ray-DVD,2022-04-26,63.74,False,FUNIMATION,2021,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105746_anime-wonder-egg-priority-limited-edition-blu-ray-dvd-primary.jpg,,
Wonder Egg Priority Blu-ray/DVD,Wonder-Egg-Priority-Blu-ray-DVD,2022-04-26,48.74,False,FUNIMATION,2021,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105715_anime-wonder-egg-priority-blu-ray-dvd-primary.jpg,,
Dragon Goes House-Hunting Blu-ray,Dragon-Goes-House-Hunting-Blu-ray,2022-04-26,48.74,False,FUNIMATION,2021,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106262_anime-dragon-goes-house-hunting-primary.jpg,,
Megalobox 2 Nomad Blu-ray,Megalobox-2-Nomad-Blu-ray,2022-04-05,48.74,False,FUNIMATION,2021,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106392_anime-megalobox-2-nomad-blu-ray-primary.jpg,,
Bottom-Tier Character Tomozaki Blu-ray,Bottom-Tier-Character-Tomozaki-Blu-ray,2022-04-19,48.74,False,FUNIMATION,2021,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105654_anime-bottom-tier-character-tomozaki-blu-ray-primary.jpg,,
That Time I Got Reincarnated As A Slime Season 2 Part 1 Blu-ray/DVD,That-Time-I-Got-Reincarnated-As-A-Slime-Season-2-Part-1-Blu-ray-DVD,2022-04-19,48.74,False,FUNIMATION,2021,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105760_anime-that-time-i-got-reincarnated-as-a-slime-season-2-part-1-primary.jpg,,
One Piece Collection 29 Blu-ray/DVD,One-Piece-Collection-29-Blu-ray-DVD,2022-04-12,29.99,False,FUNIMATION,2015,625,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400104701_anime-one-piece-collection-29-blu-ray-dvd-primary.jpg,,
[Imperfect] One Piece Collection 28 Blu-ray/DVD,One-Piece-Collection-28-Blu-ray-DVD_2,2021-12-14,23.99,True,FUNIMATION,2014,625,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/IMP-704400104695_anime-one-piece-collection-28-blu-ray-dvd-primary.jpg,,
[Imperfect] Fairy Tail DVD/Blu-ray Part 6 (Hyb),Fairy-Tail-DVD-Blu-ray-Part-6-Hyb_2,2013-08-20,32.99,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/IMP-704400091711_anime-Fairy-Tail-DVD-Blu-ray-Part-6-Hyb-primary.jpg,,
Millennium Actress Limited Edition Steelbook Blu-ray/DVD,MIllennium-Actress-Limited-Edition-Steelbook-Blu-ray-DVD,2022-03-22,23.98,False,SHOUT FACTORY,2001,87,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/826663222876_anime-millennium-actress-limited-edition-steelbook-blu-ray-dvd-primary.jpg,,
INGRESS Blu-ray,INGRESS-Blu-ray,2022-03-29,45.49,False,SENTAI FILMWORKS,2018,275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726020556_anime-ingress-blu-ray-primary.jpg,,
Haikyu!! Season 4 Blu-ray,Haikyu-To-the-Top-Season-4-Blu-ray,2022-03-29,58.49,False,SENTAI FILMWORKS,2020,675,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726029948_anime-haikyu-to-the-top-season-4-blu-ray-primary.jpg,,
Princess Principal Crown Handler Chapter 1 Blu-ray,Princess-Principal-Crown-Handler-Chapter-1-Blu-ray,2022-03-15,19.49,False,SENTAI FILMWORKS,2021,54,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028545_anime-princess-principal-crown-handler-chapter-1-blu-ray-primary.jpg,,
Monster Girl Doctor Blu-ray,Monster-Girl-Doctor-Blu-ray,2022-03-15,45.49,False,SENTAI FILMWORKS,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726029849_anime-monster-girl-doctor-blu-ray-primary.jpg,,
Broken Blade Blu-ray,Broken-Blade-Blu-ray,2022-03-08,38.99,True,SENTAI FILMWORKS,2010,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028842_anime-broken-blade-blu-ray-primary.jpg,,
Is the Order a Rabbit? BLOOM Blu-ray,Is-the-Order-a-Rabbit-BLOOM-Blu-ray,2022-03-01,38.99,True,SENTAI FILMWORKS,2020,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726029344_anime-is-the-order-a-rabbit-bloom-blu-ray-primary.jpg,,
The Day I Became a God Blu-ray,The-Day-I-Became-a-God-Blu-ray,2022-03-29,48.74,False,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105074_anime-the-day-i-became-a-god-blu-ray-primary.jpg,,
Hypnosis Mic Division Rap Battle Rhyme Anima Blu-ray,Hypnosis-Mic-Division-Rap-Battle-Rhyme-Anima-Blu-ray,2022-04-26,48.74,False,FUNIMATION,2020,325,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/704400105098_anime-hypnosis-mic-division-rap-battle-ryhme-anima-primary.jpg,,
Otherside Picnic Blu-ray,Otherside-Picnic-Blu-ray,2022-03-29,48.74,False,FUNIMATION,2021,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106057_anime-otherside-picnic-blu-ray-primary.jpg,,
Dr. STONE Season 2 Limited Edition Blu-ray/DVD,Dr-STONE-Season-2-Limited-Edition-Blu-ray-DVD,2022-03-15,63.74,False,FUNIMATION,2021,275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105982_anime-dr-stone-season-2-limited-edition-blu-ray-dvd-primary.jpg,,
MARS RED Blu-ray,MARS-RED-Blu-ray,2022-03-22,48.74,False,FUNIMATION,2021,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106200_anime-mars-red-blu-ray-primary.jpg,,
The Girl who Leapt through Time Blu-ray/DVD,The-Girl-Who-Leapt-Through-Time-Blu-ray-DVD-2022,2022-03-08,26.24,False,FUNIMATION,2006,99,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106545_anime-the-girl-who-leapt-through-time-blu-ray-dvd-primary.jpg,,
Dr. STONE Season 2 Blu-ray,Dr-STONE-Season-2-Blu-ray,2022-03-15,48.74,False,FUNIMATION,2021,275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105975_anime-dr-stone-season-2-blu-ray-primary.jpg,,
Kings Raid Successors of the Will Part 2 Blu-ray,Kings-Raid-Successors-of-the-Will-Part-2-Blu-ray,2022-04-12,48.74,False,FUNIMATION,2020,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106040_anime-kings-raid-successors-of-the-will-part-2-blu-ray-primary.jpg,,
Planetarian OVAs + Movie Essentials Blu-ray,Planetarian-OVAs-Movie-Essentials-Blu-ray,2022-03-08,22.49,False,FUNIMATION,2016,211,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105883_anime-planetarian-ovas-movie-essentials-blu-ray-primary.jpg,,
One Piece Season 11 Part 7 Blu-ray/DVD,One-Piece-Season-11-Part-7-Blu-ray-DVD,2022-03-29,33.74,False,FUNIMATION,2015,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105272_anime-one-piece-season-11-part-7-blu-ray-dvd-primary.jpg,,
Dropout Idol Fruit Tart Blu-ray,Dropout-Idol-Fruit-Tart-Blu-ray,2022-03-01,48.74,False,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105227_anime-dropout-idol-fruit-tart-blu-ray-primary.jpg,,
My Hero Academia Season 5 Part 1 Blu-ray/DVD,My-Hero-Academia-Season-5-Part-1-Blu-ray-DVD,2022-03-29,48.74,False,FUNIMATION,2021,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106187_anime-my-hero-academia-season-5-part-1-blu-ray-dvd-primary.jpg,,
[Imperfect] Tales of the Abyss Essentials Blu-ray,Tales-Of-The-Abyss-Complete-Series-Essentials-Blu-ray_2,2020-03-17,20.99,True,FUNIMATION,2008,650,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/IMP-704400068744_anime-tales-of-the-abyss-complete-series-essentials-blu-ray-primary.jpg,,
[Imperfect] Akira Limited Edition 4K HDR/2K Blu-ray,Akira-Limited-Edition-4K-HDR-2K-Blu-ray_2,2020-12-22,35.99,True,FUNIMATION,1988,124,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/IMP-704400103599_anime-akira-limited-edition-4k-hdr-2k-blu-ray-primary.jpg,,
Gintama THE VERY FINAL Blu-ray/DVD,Gintama-THE-VERY-FINAL-Blu-ray-DVD,2022-02-08,21.58,True,SHOUT FACTORY,2021,110,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/826663221855_anime-gintama-the-very-final-blu-ray-dvd-primary.jpg,,
[Imperfect] Star Blazers Space Battleship Yamato 2202 Part 1 LE BD/DVD,Star-Blazers-Space-Battleship-Yamato-2202-Part-1-Limited-Edition-Blu-ray-DVD_2,2019-03-26,50.99,True,FUNIMATION,,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/IMP-704400021251_anime-Star-Blazers-Space-Battleship-Yamato-2202-Part-1-Limited-Edition-Blu-ray-DVD-primary.jpg,,
Onyx Equinox Blu-ray,Onyx-Equinox-Blu-ray,2022-02-22,38.99,True,SENTAI FILMWORKS,2020,300,['English'],['&nbsp;'],https://www.rightstufanime.com/images/productImages/816726029740_anime-onyx-equinox-blu-ray-primary.jpg,,
Nana Steelbook Blu-ray,Nana-Steelbook-Blu-ray,2022-02-22,112.49,True,SENTAI FILMWORKS,2006,1250,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726020549_anime-nana-steelbook-blu-ray-primary.jpg,,
Samurai Girls & Samurai Bride Blu-ray,Samurai-Girls-and-Samurai-Bride-Blu-ray,2022-02-15,58.49,True,SENTAI FILMWORKS,2010,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028743_anime-samurai-girls-and-samurai-bride-blu-ray-primary.jpg,,
Mushibugyo OVA Blu-ray,Mushibugyo-OVA-Blu-ray,2022-02-08,19.49,True,SENTAI FILMWORKS,2014,75,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726028149_anime-mushibugyo-ova-blu-ray-primary.jpg,,
Hidamari Sketch Graduation Blu-ray,Hidamari-Sketch-Graduation-Blu-ray,2022-02-08,19.49,True,SENTAI FILMWORKS,2013,50,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726029047_anime-hidamari-sketch-graduation-blu-ray-primary.jpg,,
Yuyushiki Blu-ray,Yuyushiki-Blu-ray,2022-02-01,32.49,True,SENTAI FILMWORKS,2013,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726028644_anime-yuyushiki-blu-ray-primary.jpg,,
[Imperfect] Eureka Seven Complete Series Essentials Blu-ray,Eureka-Seven-Complete-Series-Essentials-Blu-ray_2,2020-06-23,20.99,True,FUNIMATION,2005,1250,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/IMP-704400069697_anime-eureka-seven-complete-series-essentials-blu-ray-primary.jpg,,
[Imperfect] My-Hime Complete Series Blu-ray/DVD,My-Hime-Complete-Series-Blu-ray-DVD_2,2018-01-09,38.99,True,FUNIMATION,2004,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/IMP-704400038358_anime-my-hime-the-complete-series-bd-dvd-combo-primary.jpg,,
[Damaged] A Certain Scientific Railgun Season 1 Blu-ray/DVD,Certain-Scientific-Railgun-A-Season-1-DVD-Blu-ray-Complete-Hyb_2,2015-01-20,29.99,True,FUNIMATION,,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/DMG-704400014116_anime-Certain-Scientific-Railgun-A-Season-1-DVD-Blu-ray-Complete-Hyb-primary.jpg,,
Katana Maidens Toji no Miko Complete Series Essentials Blu-ray,Katana-Maidens-Toji-no-Miko-Complete-Series-Essentials-Blu-ray,2022-02-01,26.24,True,FUNIMATION,2018,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105876_anime-katana-maidens-toji-no-miko-complete-series-essentials-primary.jpg,,
Talentless Nana Blu-ray,Talentless-Nana-Blu-ray,2022-02-22,48.74,False,FUNIMATION,2020,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105128_anime-talentless-nana-blu-ray-primary.jpg,,
Log Horizon Destruction of the Round Table Blu-ray,Log-Horizon-Destruction-of-the-Round-Table-Blu-ray,2022-02-01,48.74,False,FUNIMATION,2021,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106033_anime-log-horizon-destruction-of-the-round-table-primary.jpg,,
Dr. STONE Season 1 Steelbook Blu-ray,Dr-STONE-Season-1-Steelbook-Blu-ray,2022-02-15,48.74,False,FUNIMATION,2019,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400104091_anime-dr-stone-season-1-steelbook-blu-ray-primary.jpg,,
Sleepy Princess in the Demon Castle Blu-ray,Sleepy-Princess-in-the-Demon-Castle-Blu-ray,2022-02-01,48.74,True,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400104954_anime-sleepy-princess-in-the-demon-castle-primary.jpg,,
Attack on Titan The Final Season Part 1 Limited Edition Blu-ray/DVD,Attack-on-Titan-The-Final-Season-Part-1-Limited-Edition-Blu-ray-DVD,2022-02-22,63.74,False,FUNIMATION,2020,400,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105067_anime-attack-on-titan-the-final-season-part-1-limited-edition-blu-ray-dvd-primary.jpg,,
By the Grace of the Gods Season 1 Limited Edition Blu-ray,By-the-Grace-of-the-Gods-Season-1-Limited-Edition-Blu-ray,2022-02-15,63.74,False,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105104_anime-by-the-grace-of-the-gods-season-1-limited-edition-blu-ray-primary.jpg,,
Attack on Titan The Final Season Part 1 Blu-ray/DVD,Attack-on-Titan-The-Final-Season-Part-1-Blu-ray-DVD,2022-02-22,48.74,False,FUNIMATION,2020,400,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105050_anime-attack-on-titan-the-final-season-part-1-blu-ray-dvd-primary.jpg,,
By the Grace of the Gods Season 1 Blu-ray,By-the-Grace-of-the-Gods-Season-1-Blu-ray,2022-02-15,48.74,False,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105111_anime-by-the-grace-of-the-gods-season-1-blu-ray-primary.jpg,,
My Hero Academia Season 4 Complete Collection Blu-ray,My-Hero-Academia-Season-4-Complete-Collection-Blu-ray,2022-02-15,52.49,False,FUNIMATION,2019,635,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400104138_anime-my-hero-academia-season-4-complete-collection-blu-ray-primary.jpg,,
Higurashi When They Cry GOU Season 1 Part 2 Blu-ray,Higurashi-When-They-Cry-GOU-Season-1-Part-2-Blu-ray,2022-02-08,48.74,False,FUNIMATION,2020,275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105708_anime-higurashi-when-they-cry-gou-season-1-part-2-primary.jpg,,
Berserk The Complete Series Essentials Blu-ray,Berserk-The-Complete-Series-Essentials-Blu-ray,2022-02-15,52.49,False,FUNIMATION,2016,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400104107_anime-berserk-the-complete-series-essentials-blu-ray-primary.jpg,,
Josee the Tiger and the Fish Blu-ray/DVD,Josee-the-Tiger-and-the-Fish-Blu-ray-DVD,2022-02-08,29.99,True,FUNIMATION,2020,98,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400106477_anime-josee-the-tiger-and-the-fish-blu-ray-dvd-primary.jpg,,
Adachi and Shimamura Blu-ray,Adachi-and-Shimamura-Blu-ray,2022-02-01,48.74,True,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400104923_anime-adachi-and-shimamura-primary.jpg,,
Kings Raid Successors of the Will Part 1 Blu-ray,Kings-Raid-Successors-of-the-Will-Part-1-Blu-ray,2022-02-15,48.74,False,FUNIMATION,2020,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105135_anime-kings-raid-successors-of-the-will-part-1-blu-ray-primary.jpg,,
Kamen Rider Zero-One Complete Series + Movie Blu-ray,Kamen-Rider-Zero-One-Complete-Series-Movie-Blu-ray,2022-01-25,44.99,True,SHOUT FACTORY,2019,1290,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/826663221893_liveaction-kamen-rider-zero-one-complete-series-movie-blu-ray-primary.jpg,,
Love Stage!! Blu-ray,Love-Stage-2022-Blu-ray,2022-01-25,38.99,True,SENTAI FILMWORKS,2014,275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726029146_anime-love-stage-blu-ray-primary.jpg,,
Kakegurui XX Blu-ray,Kakegurui-XX-Blu-ray,2022-01-25,45.49,True,SENTAI FILMWORKS,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026244_anime-kakegurui-xx-blu-ray-primary.jpg,,
Taisho Baseball Girls Blu-ray,Taisho-Baseball-Girls-Blu-ray,2022-01-18,32.49,True,SENTAI FILMWORKS,2009,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726027548_anime-taisho-baseball-girls-blu-ray-primary.jpg,,
Vampire Hunter D OVA Blu-ray,Vampire-Hunter-D-OVA-Blu-ray,2022-01-11,19.49,True,SENTAI FILMWORKS,1985,80,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028941_anime-vampire-hunter-d-ova-blu-ray-primary.jpg,,
Ane Log Blu-ray,Ane-Log-Blu-ray,2022-01-11,19.49,True,SENTAI FILMWORKS,2014,75,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726028040_anime-ane-log-blu-ray-primary.jpg,,
My Next Life as a Villainess All Routes Lead to Doom! Blu-ray,My-Next-Life-as-a-Villainess-All-Routes-Lead-to-Doom-Blu-ray,2022-01-04,52.49,True,SENTAI FILMWORKS,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726027241_anime-my-next-life-as-a-villainess-all-routes-lead-to-doom-blu-ray-primary.jpg,,
Canaan Blu-ray,Canaan-Blu-ray,2022-01-04,44.99,True,SENTAI FILMWORKS,2009,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026947_anime-canaan-blu-ray-primary.jpg,,
[Damaged] Transformers Movie 35th Anniversary Limited Edition Steelbook 4K HDR/2K Blu-ray,Transformers-Movie-35th-Anniversary-Limited-Edition-Steelbook-4K-HDR-2K-Blu-ray_3,2021-08-03,20.99,True,SHOUT FACTORY,1986,84,['English'],"['English', 'Spanish']",,,
That Time I Got Reincarnated as a Slime Season 1 Steelbook Blu-ray,That-Time-I-Got-Reincarnated-as-a-Slime-Season-1-Steelbook-Blu-ray,2022-01-25,44.99,False,FUNIMATION,2018,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105418_anime-that-time-i-got-reincarnated-as-a-slime-season-1-steelbook-blu-ray-primary.jpg,,
Heavens Lost Property Final The Movie Eternally My Master Blu-ray/DVD,Heavens-Lost-Property-Final-The-Movie-Eternally-My-Master-Blu-ray-DVD,2022-01-11,18.74,True,FUNIMATION,2014,50,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400059155_anime-heavens-lost-property-final-the-movie-eternally-my-master-blu-ray-dvd-primary.jpg,,
Maesetsu! Opening Act Blu-ray,Maesetsu-Opening-Act-Blu-ray,2022-01-25,48.74,True,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105036_anime-maesetsu-opening-act-blu-ray-primary.jpg,,
A3! Season Autumn & Winter Blu-ray,A3-Season-Autumn-Winter-Blu-ray,2022-01-11,48.74,True,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105029_anime-a3-season-autumn-winter-blu-ray-primary.jpg,,
One Piece Season 11 Part 6 Blu-ray/DVD,One-Piece-Season-11-Part-6-Blu-ray-DVD,2022-01-04,33.74,True,FUNIMATION,2015,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105265_anime-one-piece-season-11-part-6-blu-ray-dvd-primary.jpg,,
Akira 4K HDR/2K Blu-ray,Akira-4K-HDR-2K-Blu-ray,2022-01-18,22.49,True,FUNIMATION,1988,124,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400103612_anime-akira-4k-hdr-2k-blu-ray-primary.jpg,,
The Devil is a Part-Timer Season 1 Classics Blu-ray,The-Devil-is-a-Part-Timer-Season-1-Classics-Blu-ray,2022-01-04,22.49,True,FUNIMATION,2013,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105869_anime-the-devil-is-a-part-timer-season-1-classics-blu-ray-primary.jpg,,
Aesthetica of a Rogue Hero Essentials Blu-ray,Aesthetica-of-a-Rogue-Hero-Essentials-Blu-ray,2022-01-04,22.49,True,FUNIMATION,2012,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400105852_anime-aesthetica-of-a-rogue-hero-essentials-blu-ray-primary.jpg,,
Strike Witches Road to Berlin Season 3 Blu-ray,Strike-Witches-Road-to-Berlin-Season-3-Blu-ray,2022-01-11,48.74,True,FUNIMATION,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400104961_anime-strike-witches-road-to-berlin-season-3-blu-ray-primary.jpg,,
Princess Tutu Steelbook Blu-ray,Princess-Tutu-Steelbook-Blu-ray,2022-02-08,84.49,False,SENTAI FILMWORKS,2002,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726025834_anime-princess-tutu-steelbook-blu-ray-primary.jpg,,
High School of the Dead Steelbook Blu-ray,High-School-of-the-Dead-Steelbook-Blu-ray,2022-02-08,64.99,False,SENTAI FILMWORKS,2010,315,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028347_anime-high-school-of-the-dead-steelbook-blu-ray-primary.jpg,,
The Severing Crime Edge Blu-ray,The-Severing-Crime-Edge-Blu-ray,2021-12-21,37.49,True,SENTAI FILMWORKS,2013,325,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726026442_anime-the-severing-crime-edge-blu-ray-primary.jpg,,
Alice in Borderland Blu-ray,Alice-in-Borderland-Blu-ray,2021-12-21,29.99,True,SENTAI FILMWORKS,2014,75,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726027944_anime-alice-in-borderland-blu-ray-primary.jpg,,
[Damaged] Dragon Ball Z Season 2 Steelbook Blu-ray,Dragon-Ball-Z-Season-2-Steelbook-Blu-ray_2,2020-11-03,29.99,True,FUNIMATION,1990,835,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/DMG-704400103513_anime-dragon-ball-z-season-2-steelbook-blu-ray-primary.jpg,,
