Title,ProductId,Release,Price,In stock,Publisher,Created,Runtime,Spoken Languages,SubTitle Languages,ImageURL,Promotion,OrderType
Black Clover Season 1 Complete Collection Blu-ray,Black-Clover-Season-1-Complete-Collection-Blu-ray,2020-05-26,63.74,True,FUNIMATION,2017,1275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400102141_anime-black-clover-season-1-complete-collection-blu-ray-primary.jpg,,
King of Thorn Essentials Blu-ray,King-of-Thorn-Essentials-Blu-ray,2020-05-19,14.99,True,FUNIMATION,2009,110,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069734_anime-king-of-thorn-essentials-blu-ray-primary.jpg,,
Fafner Complete Series and Movie Essentials Blu-ray,Fafner-Complete-Series-and-Movie-Essentials-Blu-ray,2020-07-14,22.49,False,FUNIMATION,2004,745,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069710_anime-fafner-complete-series-and-movie-essentials-blu-ray-primary.jpg,,
Eureka Seven AO Complete Series Essentials Blu-ray,Eureka-Seven-AO-Essentials-Blu-ray,2020-06-23,26.24,True,FUNIMATION,2012,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069703_anime-eureka-seven-ao-complete-series-essentials-blu-ray-primary.jpg,,
Eureka Seven Complete Series Essentials Blu-ray,Eureka-Seven-Complete-Series-Essentials-Blu-ray,2020-06-23,26.24,False,FUNIMATION,2005,1250,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069697_anime-eureka-seven-complete-series-essentials-blu-ray-primary.jpg,,
Teasing Master Takagi-san Essentials Blu-ray,Teasing-Master-Takagi-san-Essentials-Blu-ray,2020-07-14,17.99,False,FUNIMATION,2014,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069680_anime-teasing-master-takagi-san-essentials-blu-ray-primary.jpg,,
Devil May Cry Essentials Blu-ray,Devil-May-Cry-Essentials-Blu-ray,2020-05-12,26.24,False,FUNIMATION,2007,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400103100_anime-devil-may-cry-essentials-blu-ray-primary.jpg,,
Code Breaker Essentials Blu-ray,Code-Breaker-Essentials-Blu-ray,2020-05-12,18.74,True,FUNIMATION,2012,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069635_anime-code-breaker-essentials-blu-ray-primary.jpg,,
Touken Ranbu Hanamaru Complete Series Blu-ray,Touken-Ranbu-Hanamaru-Complete-Series-Blu-ray,2020-05-05,52.49,True,FUNIMATION,2016,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069628_anime-touken-ranbu-hanamaru-complete-series-blu-ray-primary.jpg,,
Overlord Season 2 Classics Blu-ray,Overlord-Season-2-Classics-Blu-ray,2020-05-05,37.49,False,FUNIMATION,2015,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069611_anime-overlord-season-2-classics-blu-ray-primary.jpg,,
Black Clover Season 2 Part 4 Blu-ray/DVD,Black-Clover-Season-2-Part-4-Blu-ray-DVD,2020-05-05,41.24,False,FUNIMATION,,200,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400023514_anime-black-clover-season-2-part-4-blu-ray-dvd-primary.jpg,,
YU-NO A Girl Who Chants Love at the Bound of This World Part 2 Blu-ray,YU-NO-A-Girl-Who-Chants-Love-at-the-Bound-of-This-World-Part-2-Blu-ray,2020-06-16,48.74,False,FUNIMATION,2019,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069598_anime-yu-no-a-girl-who-chants-love-at-the-bound-of-this-world-part-2-blu-ray-primary.jpg,,
YU-NO A Girl Who Chants Love at the Bound of This World Part 1 Blu-ray,YU-NO-A-Girl-Who-Chants-Love-at-the-Bound-of-This-World-Part-1-Blu-ray,2020-06-16,48.74,True,FUNIMATION,2019,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068454_anime-yu-no-a-girl-who-chants-love-at-the-bound-of-this-world-part-1-blu-ray-primary.jpg,,
The Rising of the Shield Hero Season 1 Part 2 Blu-ray/DVD,The-Rising-of-the-Shield-Hero-Season-1-Part-2-Blu-ray-DVD,2020-05-26,48.74,False,FUNIMATION,2019,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400023583_anime-the-rising-of-the-sheild-hero-season-1-part-2-blu-ray-dvd-primary.jpg,,
The Rising of the Shield Hero Season 1 Part 1 Blu-ray/DVD,The-Rising-of-the-Shield-Hero-Season-1-Part-1-Blu-ray-DVD,2020-05-26,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400023576_anime-the-rising-of-the-shield-hero-season-1-part-1-blu-ray-dvd-primary.jpg,,
Okami-san and Her Seven Companions Essentials Blu-ray,Okami-san-and-Her-Seven-Companions-Essentials-Blu-ray,2020-05-26,22.49,True,FUNIMATION,2010,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069765_anime-okami-san-and-her-seven-compansions-essentials-blu-ray-primary.jpg,,
Why the Hell Are You Here Teacher!? Blu-ray,Why-the-Hell-Are-You-Here-Teacher-Blu-ray,2020-05-26,37.49,True,SENTAI FILMWORKS,,195,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726024530_anime-why-the-hell-are-you-here-teacher-blu-ray-primary.jpg,,
NISEKOI False Love Complete Box Set Blu-ray,NISEKOI-False-Love-Complete-Box-Set-Blu-ray,2020-04-28,198.98,True,ANIPLEX OF AMERICA,,880,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816546022501_anime-nisekoi-false-love-complete-box-set-blu-ray-primary.jpg,,
Clannad Steelbook Blu-ray,Clannad-Steelbook-Blu-ray,2020-04-28,112.49,True,SENTAI FILMWORKS,2008,1225,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726023632_anime-clannad-steel-book-blu-ray-primary.jpg,,
Wz Blu-ray,Wz-Blu-ray,2020-04-28,44.99,True,SENTAI FILMWORKS,2019,400,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726024936_anime-wz-blu-ray-primary.jpg,,
BanG Dream! Season 2 Blu-ray,BanG-Dream-Season-2-Blu-ray,2020-04-21,41.99,True,SENTAI FILMWORKS,2019,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726023236_anime-bang-dream-season-2-blu-ray-primary.jpg,,
Cinderella Nine Blu-ray,Cinderella-Nine-Blu-ray,2020-04-14,44.99,True,SENTAI FILMWORKS,2019,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726024837_anime-cinderella-nine-blu-ray-primary.jpg,,
Ao-chan Cant Study Blu-ray,Ao-chan-Cant-Study-Blu-ray,2020-04-14,37.49,True,SENTAI FILMWORKS,2019,180,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726024431_anime-ao-chan-cant-study-blu-ray-primary.jpg,,
Revue Starlight Blu-ray,Revue-Starlight-Blu-ray,2020-04-07,52.49,True,SENTAI FILMWORKS,2018,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726022833_anime-revue-starlight-blu-ray-primary.jpg,,
Twin Star Exorcists Complete Series Blu-ray,Twin-Star-Exorcists-Complete-Series-Blu-ray,2020-04-28,63.74,True,FUNIMATION,2016,1250,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069543_anime-twin-star-exorcists-complete-series-blu-ray-primary.jpg,,
RobiHachi Blu-ray,RobiHachi-Blu-ray,2020-04-28,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069536_anime-robihachi-blu-ray-primary.jpg,,
Date A Live Season 1 Essentials Blu-ray,Date-A-Live-Season-1-Essentials-Blu-ray,2020-04-28,22.49,True,FUNIMATION,2013,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069444_anime-date-a-live-season-1-essentials-blu-ray-primary.jpg,,
Date A Live III Blu-ray/DVD,Date-A-Live-III-Blu-ray-DVD,2020-04-28,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400023590_anime-date-a-live-iii-blu-ray-dvd-primary.jpg,,
Fruits Basket Classics Blu-ray,Fruits-Basket-Classics-Blu-ray,2020-04-07,37.49,True,FUNIMATION,2001,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068935_anime-fruits-basket-classics-blu-ray-primary.jpg,,
Chaos;Head Essentials Blu-ray,ChaosHead-Essentials-Blu-ray,2020-04-07,18.74,False,FUNIMATION,2008,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068928_anime-chaoshead-essentials-blu-ray-primary.jpg,,
BEM Blu-ray,BEM-Blu-ray,2020-04-28,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400102042_anime-bem-blu-ray-primary.jpg,,
Cat Planet Cuties Essentials Blu-ray,Cat-Planet-Cuties-Essentials-Blu-ray,2020-04-07,18.74,True,FUNIMATION,2010,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068911_anime-cat-planet-cuties-essentials-blu-ray-primary.jpg,,
Casshern Sins Essentials Blu-ray,Casshern-Sins-Essentials-Blu-ray,2020-04-07,22.49,True,FUNIMATION,2008,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068904_anime-casshern-sins-essentials-blu-ray-primary.jpg,,
Bungo Stray Dogs Season 3 Blu-ray/DVD,Bungo-Stray-Dogs-Season-3-Blu-ray-DVD,2020-06-09,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068898_anime-bungo-stray-dogs-season-3-blu-ray-dvd-primary.jpg,,
Bungo Stray Dogs DEAD APPLE Blu-ray/DVD,Bungo-Stray-Dogs-DEAD-APPLE-Blu-ray-DVD,2020-06-09,26.24,True,FUNIMATION,2018,90,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400102035_anime-bungo-stray-dogs-dead-apple-blu-ray-dvd-primary.jpg,,
The Quintessential Quintuplets Season 1 Blu-ray/DVD,The-Quintessential-Quintuplets-Season-1-Blu-ray-DVD,2020-05-19,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400022524_anime-the-quintessential-quintuplets-season-1-blu-ray-dvd-primary.jpg,,
C - Control Money Of Soul And Possibility Essentials Blu-ray,C-Control-Money-Of-Soul-And-Possibility-Essentials-Blu-ray,2020-04-21,22.49,True,FUNIMATION,2011,275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069390_anime-c-control-money-of-soul-and-possibility-essentials-blu-ray-primary.jpg,,
BlazBlue Alter Memory Essentials Blu-ray,BlazBlue-Alter-Memory-Essentials-Blu-ray,2020-04-21,22.49,True,FUNIMATION,2013,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069376_anime-blazblue-alter-memory-essentials-blu-ray-primary.jpg,,
Tales of Zestiria the X Complete Series Essentials Blu-ray,Tales-of-Zestiria-the-X-Complete-Series-Essentials-Blu-ray,2020-06-16,26.24,False,FUNIMATION,2016,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400069352_anime-tales-of-zestiria-the-x-complete-series-essentials-blu-ray-primary.jpg,,
Black Blood Brothers Essentials Blu-ray,Black-Blood-Brothers-Essentials-Blu-ray,2020-04-14,18.74,True,FUNIMATION,2006,,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068980_anime-black-blood-brothers-essentials-blu-ray-primary.jpg,,
Ben-To Essentials Blu-ray,Ben-To-Essentials-Blu-ray,2020-04-14,22.49,True,FUNIMATION,2013,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068973_anime-ben-to-essentials-blu-ray-primary.jpg,,
The Helpful Fox Senko-san Blu-ray,The-Helpful-Fox-Senko-san-Blu-ray,2020-04-07,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400098192_anime-the-helpful-fox-senko-san-blu-ray-primary.jpg,,
Million Arthur Blu-ray,Million-Arthur-Blu-ray,2020-07-21,52.49,True,FUNIMATION,2018,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400102080_anime-million-arthur-blu-ray-primary.jpg,,
Kono Oto Tomare Sounds of Life Season 1 Blu-ray,Kono-Oto-Tomare-Sounds-of-Life-Season-1-Blu-ray,2020-05-05,48.74,True,FUNIMATION,2019,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068881_anime-kono-oto-tomare-sounds-of-life-season-1-blu-ray-primary.jpg,,
Hinomaru Sumo Part 2 Blu-ray,Hinomaru-Sumo-Part-2-Blu-ray,2020-04-07,48.74,True,FUNIMATION,2018,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068942_anime-hinomaru-sumo-part-2-blu-ray-primary.jpg,,
Fire Force Season 1 Part 1 Blu-ray/DVD,Fire-Force-Season-1-Part-1-Blu-ray-DVD,2020-03-31,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400101953_anime-fire-force-season-1-part-1-blu-ray-dvd-primary.jpg,,
Yamadas First Time B Gata H Kei Essentials Blu-ray,Yamadas-First-Time-B-Gata-H-Kei-Essentials-Blu-ray,2020-03-31,14.99,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068805_anime-yamadas-first-time-b-gata-h-kei-essentials-blu-ray-primary.jpg,,
Wise Man's Grandchild Limited Edition Blu-ray/DVD,Wise-Mans-Grandchild-Limited-Edition-Blu-ray-DVD,2020-03-31,63.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068867_anime-wise-mans-grandchild-limited-edition-blu-ray-dvd-primary.jpg,,
Aria the Scarlet Ammo Essentials Blu-ray,Aria-the-Scarlet-Ammo-Essentials-Blu-ray,2020-03-31,22.49,True,FUNIMATION,,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068799_anime-aria-the-scarlet-ammo-essentials-blu-ray-primary.jpg,,
Wise Man's Grandchild Blu-ray/DVD,Wise-Mans-Grandchild-Blu-ray-DVD,2020-03-31,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068874_anime-wise-mans-grandchild-blu-ray-dvd-primary.jpg,,
Urahara Essentials Blu-ray,Urahara-Essentials-Blu-ray,2020-03-31,22.49,True,FUNIMATION,2017,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068812_anime-urahara-essentials-blu-ray-primary.jpg,,
Black Clover Season 2 Part 3 Collectors Box Blu-ray/DVD,Black-Clover-Season-2-Part-3-Collectors-Box-Blu-ray-DVD,2020-03-03,52.49,True,FUNIMATION,2018,250,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400023507_anime-black-clover-season-2-part-3-collectors-box-blu-ray-dvd-primary.jpg,,
Black Clover Season 2 Part 3 Blu-ray/DVD,Black-Clover-Season-2-Part-3-Blu-ray-DVD,2020-03-03,41.24,True,FUNIMATION,2018,275,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400023491_anime-black-clover-season-2-part-3-blu-ray-dvd-primary.jpg,,
Konohana Kitan Essentials Blu-ray,Konohana-Kitan-Essentials-Blu-ray,2020-03-03,22.49,True,FUNIMATION,2017,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068591_anime-konohana-kitan-essentials-blu-ray-primary.jpg,,
GARO Crimson Moon Complete Series Essentials Blu-ray,GARO-Crimson-Moon-Complete-Series-Essentials-Blu-ray,2020-03-10,26.24,True,FUNIMATION,2015,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068669_anime-garo-vanishing-line-season-2-essentials-blu-ray-primary.jpg,,
GARO Vanishing Line Season 1 Complete Series Essentials Blu-ray,GARO-Vanishing-Line-Season-1-Complete-Series-Essentials-Blu-ray,2020-04-14,26.24,True,FUNIMATION,2017,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068652_anime-garo-vanishing-line-season-1-essentials-blu-ray-primary.jpg,,
Anime-Gataris Essentials Blu-ray,Anime-Gataris-Essentials-Blu-ray,2020-04-07,22.49,False,FUNIMATION,2017,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068577_anime-anime-gataris-essentials-blu-ray-primary.jpg,,
Yu Yu Hakusho Season 4 Steelbook Blu-ray,Yu-Yu-Hakusho-Season-4-Steelbook-Blu-ray,2020-03-03,37.49,True,FUNIMATION,1992,700,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068645_anime-yu-yu-hakusho-season-4-steelbook-blu-ray-primary.jpg,,
AFTERLOST Blu-ray,AFTERLOST-Blu-ray,2020-03-03,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068560_anime-afterlost-blu-ray-primary.jpg,,
Mysteria Friends Blu-ray,Mysteria-Friends-Blu-ray,2020-03-10,37.49,True,SENTAI FILMWORKS,,150,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726022635_anime-mysteria-friends-blu-ray-primary.jpg,,
Release the Spyce Premium Edition Box Set Blu-ray,Release-the-Spyce-Premium-Edition-Box-Set-Blu-ray,2020-03-17,74.99,True,SENTAI FILMWORKS,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726021331_anime-release-the-spyce-premium-edition-box-set-blu-ray-primary.jpg,,
Release the Spyce Blu-ray,Release-the-Spyce-Blu-ray,2020-03-17,52.49,True,SENTAI FILMWORKS,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726021430_anime-release-the-spyce-blu-ray-primary.jpg,,
To Love Ru Blu-ray,To-Love-Ru-Season-1-English-Dub-Blu-ray,2020-03-31,67.49,True,SENTAI FILMWORKS,,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726022536_anime-to-love-ru-season-1-english-dub-blu-ray-primary.jpg,,
"Love, Chunibyo & Other Delusions Ultimate Collection Blu-ray",Love-Chunibyo-and-Other-Delusions-Ultimate-Collection-Blu-ray,2020-03-10,97.49,True,SENTAI FILMWORKS,,840,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726023830_anime-love-chunibyo-and-other-delusions-ultimate-collection-blu-ray-primary.jpg,,
One Piece Film Stampede Blu-ray/DVD,One-Piece-Film-Stampede-Blu-ray-DVD,2020-03-17,26.24,True,FUNIMATION,,101,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400102097_anime-one-piece-film-stampede-blu-ray-dvd-primary.jpg,,
Grimms' Notes the Animation Blu-Ray,Grimms-Notes-the-Animation-Blu-Ray,2020-03-03,44.99,True,SENTAI FILMWORKS,2019,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726023533_anime-grimms-notes-the-animation-blu-Ray-primary.jpg,,
Attack on Titan Season 3 Part 2 Blu-ray/DVD,Attack-on-Titan-Season-3-Part-2-Blu-ray-DVD,2020-03-17,29.99,True,FUNIMATION,,250,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068775_anime-attack-on-titan-season-3-part-2-blu-ray-dvd-primary.jpg,,
Aquarion Logos Season 3 Essentials Blu-ray,Aquarion-Logos-Season-3-Essentials-Blu-ray,2020-03-17,22.49,False,FUNIMATION,,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068690_anime-aquarion-logos-season-3-essentials-blu-ray-primary.jpg,,
The Silver Guardian Essentials Blu-Ray,The-Silver-Guardian-Essentials-Blu-Ray,2020-03-24,26.24,False,FUNIMATION,2018,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400102028_anime-the-silver-guardian-essentials-blu-ray-primary.jpg,,
Mix Part 1 Blu-ray,Mix-Part-1-Blu-ray,2020-03-03,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068607_anime-mix-part-1-blu-ray-dvd-primary.jpg,,
Aquarion EVOL Season 2 Essentials Blu-Ray,Aquarion-EVOL-Season-2-Essentials-Blu-Ray,2020-03-24,26.24,True,FUNIMATION,2012,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068768_anime-aquarion-evol-season-2-essentials-blu-ray-primary.jpg,,
Trickster Essentials Blu-ray,Trickster-Complete-Series-Essentials-Blu-ray,2020-03-24,26.24,True,FUNIMATION,2016,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068782_anime-trickster-complete-series-essentials-blu-ray-primary.jpg,,
Appleseed XIII Essentials Blu-Ray,Appleseed-XIII-Essentials-Blu-Ray,2020-03-24,22.49,True,FUNIMATION,2011,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068751_anime-appleseed-xiii-essentials-blu-ray-primary.jpg,,
Kings Game Essentials Blu-ray,Kings-Game-Essentials-Blu-ray,2020-03-10,22.49,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068676_anime-kings-game-essentials-blu-ray-primary.jpg,,
Tales of the Abyss Essentials Blu-ray,Tales-Of-The-Abyss-Complete-Series-Essentials-Blu-ray,2020-03-17,26.24,False,FUNIMATION,2008,650,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/704400068744_anime-tales-of-the-abyss-complete-series-essentials-blu-ray-primary.jpg,,
Laughing Under the Clouds Gaiden Movie Collection Blu-ray/DVD,Laughing-Under-the-Clouds-Gaiden-Movie-Collection,2020-02-04,21.59,True,SHOUT FACTORY,,180,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/826663204827_anime-donten-laughing-under-the-clouds-gaiden-movie-collection-blu-ray-dvd-primary.jpg,,
Endride Essentials Blu-ray,Endride-Essentials-Blu-ray,2020-02-11,26.24,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400016899_anime-endride-essentials-blu-ray-primary.jpg,,
That Time I Got Reincarnated As A Slime Season 1 Part 2 Blu-ray/DVD,That-Time-I-Got-Reincarnated-As-A-Slime-Season-1-Part-2-Blu-ray-DVD,2020-02-04,48.74,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400023347_anime-that-time-i-got-reincarnated-as-a-slime-season-1-part-2-blu-ray-dvd-primary.jpg,,
Wanna Be the Strongest in the World Essentials Blu-ray,Wanna-Be-the-Strongest-in-the-World-Essentials-Blu-ray,2020-02-25,22.49,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068553_blu-ray-wanna-be-the-strongest-in-the-world-essentials-primary.jpg,,
A Sister's All You Need Essentials Blu-ray,A-Sisters-All-You-Need-Essentials-Blu-ray,2020-02-25,22.49,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068546_blu-ray-a-sisters-all-you-need-essentials-primary.jpg,,
Miss Kobayashis Dragon Maid Season 1 Classics Blu-ray,Miss-Kobayashis-Dragon-Maid-Classics-Blu-ray,2020-02-04,37.49,False,FUNIMATION,,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400016806_anime-miss-kobayashis-dragon-maid-classics-blu-ray-primary.jpg,,
Radiant Season 1 Part 2 Limited Edition Blu-ray/DVD,Radiant-Season-1-Part-2-Limited-Edition-Blu-ray-DVD,2020-02-18,63.74,True,FUNIMATION,,225,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068485_anime-radiant-season-1-part-2-limited-edition-blu-ray-dvd-primary.jpg,,
Radiant Season 1 Part 2 Blu-ray/DVD,Radiant-Season-1-Part-2-Blu-ray-DVD,2020-02-18,48.74,True,FUNIMATION,2018,225,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068478_anime-radiant-season-1-part-2-blu-ray-dvd-primary.jpg,,
Code:Realize Guardian of Rebirth Essentials Blu-ray,Code-Realize-Guardian-of-Rebirth-Essentials-Blu-ray,2020-02-25,22.49,True,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068515_blu-ray-code-realize-guardian-of-rebirth-essentials-primary.jpg,,
Kingdom The Movie Blu-ray DVD,Kingdom-The-Movie-Blu-ray-DVD,2020-02-04,26.24,True,FUNIMATION,,134,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400073434_liveaction-kingdom-the-movie-blu-ray-dvd-primary.jpg,,
Kino's Journey The Beautiful World Essentials Blu-ray,Kinos-Journey-The-Beautiful-World-Essentials-Blu-ray,2020-02-18,22.49,True,FUNIMATION,2017,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068461_anime-kinos-journey-the-beautiful-world-essentials-blu-ray-primary.jpg,,
Unbreakable Machine-Doll Essentials Blu-ray,Unbreakable-Machine-Doll-Essentials-Blu-ray,2020-02-11,22.49,False,FUNIMATION,2013,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068447_anime-unbreakable-machine-doll-essentials-blu-ray-primary.jpg,,
Star Blazers Space Battleship Yamato 2199 Complete Series Blu-ray,Star-Blazers-Space-Battleship-Yamato-2199-Complete-Series-Blu-ray,2020-02-18,41.99,True,FUNIMATION,,650,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068508_blu-ray-star-blazers-space-battleship-yamato-2199-complete-series-primary.jpg,,
Isekai Quartet Season 1 Blu-ray,Isekai-Quartet-Season-1-Blu-ray,2020-02-04,26.24,True,FUNIMATION,,144,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400098277_anime-isekai-quartet-season-1-blu-ray-primary.jpg,,
ReLIFE Final Arc Classics Blu-ray,ReLIFE-Final-Arc-Classics-Blu-ray,2020-02-11,13.49,False,FUNIMATION,2017,100,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068430_anime-relife-final-arc-classics-blu-ray-dvd-primary.jpg,,
Fruits Basket Season 1 Part 2 Blu-ray/DVD,Fruits-Basket-Season-1-Part-2-Blu-ray-DVD,2020-02-11,48.74,True,FUNIMATION,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400073427_anime-fruits-basket-season-1-part-2-blu-ray-dvd-primary.jpg,,
The Royal Tutor Essentials Blu-ray,The-Royal-Tutor-Essentials-Blu-ray,2020-02-18,22.49,False,FUNIMATION,,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400068492_blu-ray-the-royal-tutor-essentials-primary.jpg,,
Garo The Animation Complete Series Blu-ray,Garo-The-Animation-Complete-Series-Blu-Ray,2020-02-04,52.49,True,FUNIMATION,,625,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/704400016783_anime-garo-the-animation-complete-series-blu-ray-primary.jpg,,
