Title,ProductId,Release,Price,In stock,Publisher,Created,Runtime,Spoken Languages,SubTitle Languages,ImageURL,Promotion,OrderType
Lycoris Recoil Blu-ray,Lycoris-Recoil-Blu-ray,2023-09-19,119.98,False,ANIPLEX OF AMERICA,2022,320,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816546028862_anime-lycoris-recoil-blu-ray-primary.jpg,,
My Master Has No Tail Blu-ray,My-Master-Has-No-Tail-Blu-ray,2023-08-29,44.99,False,SENTAI FILMWORKS,2022,325,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726020969_anime-my-master-has-no-tail-blu-ray-primary.jpg,,
Reincarnated as a Sword Blu-ray,Reincarnated-as-a-Sword-Blu-ray,2023-08-22,52.49,False,SENTAI FILMWORKS,2022,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726020266_anime-reincarnated-as-a-sword-blu-ray-primary.jpg,,
Mirage QUEEN Prefers Circus Blu-ray,Mirage-QUEEN-Prefers-Circus-Blu-ray,2023-08-15,18.74,True,SENTAI FILMWORKS,2022,60,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726022765_anime-mirage-queen-prefers-circus-blu-ray-primary.jpg,,
SHINEPOST Blu-ray,SHINEPOST-Blu-ray,2023-08-08,44.99,False,SENTAI FILMWORKS,2022,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726020167_anime-shinepost-blu-ray-primary.jpg,,
Vermeil in Gold Blu-ray,Vermeil-in-Gold-Blu-ray,2023-08-01,52.49,True,SENTAI FILMWORKS,2022,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726029450_anime-vermeil-in-gold-blu-ray-primary.jpg,,
The Life of Budori Gusuko Blu-ray,The-Life-of-Budori-Gusuko-2023-Blu-ray,2023-08-15,18.74,True,SENTAI FILMWORKS,2012,105,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726029757_anime-the-life-of-budori-gusuko-blu-ray-primary.jpg,,
The Executioner and Her Way of Life Blu-ray,The-Executioner-and-Her-Way-of-Life-Blu-ray,2023-07-04,52.49,True,SENTAI FILMWORKS,2022,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028651_anime-the-executionaer-and-her-way-of-life-blu-ray-primary.jpg,,
Penguindrum Re:cycle of the PENGUINDRUM Movie Collection Blu-ray,Penguindrum-Re-cycle-of-the-PENGUINDRUM-Movie-Collection-Blu-ray,2023-07-04,52.49,True,SENTAI FILMWORKS,2022,270,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028958_anime-penguindrum-re-cycle-of-the-penguindrum-movie-collection-blu-ray-primary.jpg,,
When Will Ayumu Make His Move? Blu-ray,When-Will-Ayumu-Make-His-Move-Blu-ray,2023-07-11,44.99,True,SENTAI FILMWORKS,2022,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726029856_anime-when-will-ayumu-make-his-move-blu-ray-primary.jpg,,
Tokyo Mew Mew New Blu-ray,Tokyo-Mew-Mew-New-Blu-ray,2023-07-18,44.99,True,SENTAI FILMWORKS,2022,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726029955_anime-tokyo-mew-mew-new-blu-ray-primary.jpg,,
Keep Your Hands Off Eizouken! Blu-ray,Keep-Your-Hands-Off-Eizouken-Blu-ray,2023-07-25,52.49,True,SENTAI FILMWORKS,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726029252_anime-keep-your-hands-off-eizouken-blu-ray-primary.jpg,,
High School of the Dead Blu-ray,High-School-of-the-Dead-Blu-ray,2023-07-25,44.99,True,SENTAI FILMWORKS,2010,315,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726022468_anime-high-school-of-the-dead-blu-ray-primary.jpg,,
MEDAKA BOX Blu-ray,MEDAKA-BOX-Blu-ray,2023-07-18,59.99,True,SENTAI FILMWORKS,2012,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726029153_anime-medaka-box-blu-ray-primary.jpg,,
Kaguya-sama Love Is War? Blu-ray,Kaguya-sama-Love-Is-War-Season-2-Blu-ray,2023-06-20,99.98,True,ANIPLEX OF AMERICA,2020,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816546028299_anime-kaguya-sama-love-is-war-s2-blu-ray-primary.jpg,,
Kaguya-sama Love Is War -Ultra Romantic- Blu-ray,Kaguya-sama-Love-Is-War-Ultra-Romantic-Blu-ray,2023-06-20,99.98,True,ANIPLEX OF AMERICA,2022,320,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816546028282_anime-kaguya-sama-love-is-war-ultra-romantic-blu-ray-primary.jpg,,
Made In Abyss The Golden City of the Scorching Sun Blu-ray,Made-In-Abyss-The-Golden-City-of-the-Scorching-Sun-Blu-ray,2023-06-13,52.49,False,SENTAI FILMWORKS,2022,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028552_anime-made-in-abyss-the-golden-city-of-the-scorching-sun-blu-ray-primary.jpg,,
My Isekai Life Blu-ray,My-Isekai-Life-Blu-ray,2023-06-27,52.49,True,SENTAI FILMWORKS,2022,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726020068_anime-my-isekai-life-blu-ray-primary.jpg,,
Waccha PriMagi Blu-ray,Waccha-PriMagi-Blu-ray,2023-06-20,74.99,True,SENTAI FILMWORKS,2021,1275,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726028750_anime-waccha-primagi-blu-ray-primary.jpg,,
Haikyu!! Season 4 To the Top Premium Box Set Blu-ray,Haikyu-Season-4-To-the-Top-Premium-Box-Set-Blu-ray,2023-06-20,134.99,False,SENTAI FILMWORKS,2020,675,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726020259_anime-haikyu-season-4-to-the-top-premium-box-set-blu-ray-primary.jpg,,
Girlish Number Blu-ray,Girlish-Number-2023-Blu-ray,2023-06-27,37.49,True,SENTAI FILMWORKS,2016,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726027852_anime-girlish-number-blu-ray-primary.jpg,,
Busou Shinki Blu-ray,Busou-Shinki-2023-Blu-ray,2023-06-13,37.49,True,SENTAI FILMWORKS,2012,325,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726027753_anime-busou-shinki-blu-ray-primary.jpg,,
Triage X Blu-ray,Triage-X-2023-Blu-ray,2023-06-06,37.49,True,SENTAI FILMWORKS,2015,275,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726028453_anime-triage-x-blu-ray-primary.jpg,,
DEEMO Memorial Keys Blu-ray/DVD,DEEMO-Memorial-Keys-Blu-ray-DVD,2023-03-28,21.58,True,SHOUT FACTORY,2022,88,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/826663229110_anime-deemo-memorial-keys-blu-ray-dvd-primary.jpg,,
The Jackie Chan Collection Volume 2 (1983-1993) Blu-ray,The-Jackie-Chan-Collection-Volume-2-1983-1993-Blu-ray,2023-04-25,89.98,True,SHOUT FACTORY,1983,,"['English', 'Mandarin', 'Cantonese']",['English'],https://www.rightstufanime.com/images/productImages/826663235463_liveaction-the-jackie-chan-collection-volume-2-1983-1993-blu-ray-primary.jpg,,
Blue Thermal Blu-ray,Blue-Thermal-Blu-ray,2023-03-14,21.58,True,SHOUT FACTORY,2022,103,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/826663233186_anime-blue-thermal-blu-ray-primary.jpg,,
Majestic Prince Complete Collection Blu-ray,Majestic-Prince-Complete-Collection-Blu-ray,2023-05-23,59.99,True,SENTAI FILMWORKS,2013,705,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726027555_anime-majestic-prince-complete-collection-blu-ray-primary.jpg,,
Wolf Girl & Black Prince Blu-ray,Wolf-Girl-and-Black-Prince-2023-Blu-ray,2023-05-16,37.49,True,SENTAI FILMWORKS,2014,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726027456_anime-wolf-girl-and-black-prince-blu-ray-primary.jpg,,
Onipan! Blu-ray,Onipan-Blu-ray,2023-05-16,29.99,True,SENTAI FILMWORKS,2022,150,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726028354_anime-onipan-blu-ray-primary.jpg,,
The Demon Girl Next Door Season 2 Blu-ray,The-Demon-Girl-Next-Door-Season-2-Blu-ray,2023-05-09,52.49,False,SENTAI FILMWORKS,2022,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028255_the-demon-girl-next-door-season-2-blu-ray-primary.jpg,,
Fate/Stay Night Blu-ray,Fate-Stay-Night-Blu-ray,2023-05-02,47.99,False,SENTAI FILMWORKS,2005,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726027357_anime-fate-stay-night-blu-ray-primary.jpg,,
GATE Steelbook Blu-ray,GATE-Steelbook-Blu-ray,2023-04-25,97.49,True,SENTAI FILMWORKS,2015,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026756_anime-gate-steelbook-blu-ray-primary.jpg,,
To Love Ru Complete Collection Blu-ray,To-Love-Ru-Complete-Collection-Blu-ray,2023-04-11,97.49,False,SENTAI FILMWORKS,2008,1600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726027050_anime-to-love-ru-complete-collection-blu-ray-primary.jpg,,
Ya Boy Kongming! Blu-ray,Ya-Boy-Kongming-Blu-ray,2023-04-18,52.49,False,SENTAI FILMWORKS,2022,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028156_anime-ya-boy-kongming-blu-ray-primary.jpg,,
Fantasista Doll Blu-ray,Fantasista-Doll-Blu-ray,2023-04-04,37.49,True,SENTAI FILMWORKS,2013,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726026855_anime-fantasista-doll-blu-ray-primary.jpg,,
Chivalry of a Failed Knight Steelbook Blu-ray,Chivalry-of-a-Failed-Knight-Steelbook-Blu-ray,2023-04-25,74.99,True,SENTAI FILMWORKS,2015,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026657_anime-chivalry-of-a-failed-knight-steelbook-blu-ray-primary.jpg,,
Saiyuki Reload Zeroin Blu-ray,Saiyuki-Reload-Zeroin-Blu-ray,2023-03-21,52.49,True,SENTAI FILMWORKS,2022,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726028057_anime-saiyuki-reload-zeroin-blu-ray-primary.jpg,,
Kill Me Baby Blu-ray,Kill-Me-Baby-Blu-ray,2023-03-21,44.99,True,SENTAI FILMWORKS,2012,325,"['English', 'Japanese']",['English'],,,
"Watamote No Matter How I Look At It, It's You Guys' Fault I'm Not Popular Blu-ray",Watamote-No-Matter-How-I-Look-At-It-Its-You-Guys-Fault-Im-Not-Popular-Blu-ray,2023-03-14,44.99,True,SENTAI FILMWORKS,2013,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026459_watamote-no-matter-how-i-look-at-it-its-your-guy's-fault-i'm-not-popular-blu-ray-primary.jpg,,
Love and Lies Blu-ray,Love-and-Lies-Blu-ray-2023,2023-03-07,37.49,True,SENTAI FILMWORKS,2017,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726026350_anime-love-and-lies-blu-ray-primary.jpg,,
Turbo A Power Rangers Movie Blu-ray,Turbo-A-Power-Rangers-Movie-Blu-ray,2019-07-30,17.99,True,SHOUT FACTORY,1997,99,['English'],['English'],https://www.rightstufanime.com/images/productImages/826663200263_liveaction-turbo-a-power-rangers-movie-blu-ray-primary.jpg,,
Mighty Morphin Power Rangers The Movie Blu-ray,Mighty-Morphin-Power-Rangers-The-Movie-Blu-ray,2019-06-04,17.99,False,SHOUT FACTORY,1995,95,['English'],['English'],https://www.rightstufanime.com/images/productImages/826663198799_liveaction-mighty-morphin-power-rangers-the-movie-blu-ray-primary.jpg,,
Kubo and the Two Strings Limited Edition Steelbook 4K HDR/2K Blu-ray,Kubo-and-the-Two-Strings-Limited-Edition-Steelbook-4K-HDR-2K-Blu-ray,2023-02-28,31.48,True,SHOUT FACTORY,2016,101,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663234930_anime-kubo-and-the-two-strings-limited-edition-steelbook-4k-hdr-2k-blu-ray-primary.jpg,,
Kubo and the Two Strings 4K HDR/2K Blu-ray,Kubo-and-the-Two-Strings-4K-HDR-2K-Blu-ray,2023-02-28,26.98,True,SHOUT FACTORY,2016,101,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663234909_anime-kubo-and-the-two-strings-4k-hdr-2k-blu-ray-primary.jpg,,
The Boxtrolls Limited Edition Steelbook 4K HDR/2K Blu-ray,The-Boxtrolls-Limited-Edition-Steelbook-4K-HDR-2K-Blu-ray,2023-02-28,31.48,True,SHOUT FACTORY,2014,96,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663234879_anime-the-boxtrolls-limited-edition-steelbook-4k-hdr-2k-blu-ray-primary.jpg,,
The Boxtrolls 4K HDR/2K Blu-ray,The-Boxtrolls-4K-HDR-2K-Blu-ray,2023-02-28,26.98,True,SHOUT FACTORY,2014,96,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663234848_anime-the-boxtrolls-4k-hdr-2k-blu-ray-primary.jpg,,
Zu Warriors From The Magic Mountain Blu-ray,Zu-Warriors-From-The-Magic-Mountain-Blu-ray,2023-02-14,26.384,False,SHOUT FACTORY,1983,98,"['English', 'Cantonese']",['English'],https://www.rightstufanime.com/images/productImages/826663234770_liveaction-zu-warriors-from-the-magic-mountain-blu-ray-primary.jpg,,
Iron Monkey Blu-ray,Iron-Monkey-Blu-ray,2023-02-14,26.384,True,SHOUT FACTORY,1993,85,"['English', 'Cantonese']",['English'],https://www.rightstufanime.com/images/productImages/826663234763_liveaction-iron-monkey-blu-ray-primary.jpg,,
Kamen Rider Ryuki Complete Series Blu-ray,Kamen-Rider-Ryuki-Complete-Series-Blu-ray,2023-02-07,47.98,True,SHOUT FACTORY,2002,1500,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/826663233896_liveaction-kamen-rider-ryuki-complete-series-blu-ray-primary.jpg,,
Teasing Master Takagi-san the Movie Blu-ray,Teasing-Master-Takagi-san-the-Movie-Blu-ray,2023-02-28,22.49,False,SENTAI FILMWORKS,2022,72,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026954_anime-teasing-master-takagi-san-the-movie-blu-ray-primary.jpg,,
revisions Blu-ray,revisions-Blu-ray,2023-02-28,52.49,True,SENTAI FILMWORKS,2019,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726027654_anime-revisions-blu-ray-primary.jpg,,
Clannad Blu-ray,Clannad-Blu-ray,2023-02-21,74.99,True,SENTAI FILMWORKS,2008,1225,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726025056_anime-clannad-blu-ray-primary.jpg,,
Demon King Daimao Blu-ray,Demon-King-Daimao-Blu-ray,2023-02-14,44.99,True,SENTAI FILMWORKS,2010,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726025957_anime-demon-king-daimao-blu-ray-primary.jpg,,
Girls Beyond the Wasteland Blu-ray,Girls-Beyond-the-Wasteland-2023-Blu-ray,2023-02-07,37.49,True,SENTAI FILMWORKS,2016,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726027258_anime-girls-beyond-the-wasteland-blu-ray-2023-primary.jpg,,
Sword Art Online the Movie Progressive Aria of a Starless Night Limited Edition Blu-ray,Sword-Art-Online-the-Movie-Progressive-Aria-of-a-Starless-Night-Limited-Edition-Blu-ray,2023-01-24,54.98,True,ANIPLEX OF AMERICA,2021,96,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816546027513_anime-sword-art-online-the-movie-progressive-aria-of-a-starless-night-limited-edition-blu-ray-primary.jpg,,
The Jackie Chan Collection Volume 1 (1976-1982) Blu-ray,The-Jackie-Chan-Collection-Volume-1-1976-1982-Blu-ray,2023-01-24,89.98,True,SHOUT FACTORY,1976,812,['English'],['English'],https://www.rightstufanime.com/images/productImages/826663233773_liveaction-the-jackie-chan-collection-volume-1-1976-1982-blu-ray-primary.jpg,,
Magia Record Puella Magi Madoka Magica Side Story Volume 2 Blu-ray,Magia-Record-Puella-Magi-Madoka-Magica-Side-Story-Volume-2-Blu-ray,2022-12-20,129.98,True,ANIPLEX OF AMERICA,2021,283,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816546027520_anime-magia-record-puella-magi-madoka-magica-side-story-volume-2-blu-ray-primary.jpg,,
Lupin the 3rd Part 6 Blu-ray,Lupin-the-3rd-Part-6-Blu-ray,2023-01-24,67.49,True,SENTAI FILMWORKS,2021,625,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026251_anime-lupin-the-3rd-part-6-blu-ray-primary.jpg,,
Im Quitting Heroing Blu-ray,Im-Quitting-Heroing-Blu-ray,2023-01-24,52.49,True,SENTAI FILMWORKS,2022,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726027159_anime-im-quitting-heroing-blu-ray-primary.jpg,,
Himouto! Umaru-chan R Blu-ray,Himouto-Umaru-chan-R-Blu-ray,2023-01-10,44.99,True,SENTAI FILMWORKS,2017,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026558_anime-himouto-umaru-chan-r-blu-ray-primary.jpg,,
No Game No Life Complete Collection Blu-ray,No-Game-No-Life-Complete-Collection-Blu-ray,2023-01-17,52.49,True,SENTAI FILMWORKS,2014,405,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726024752_anime-no-game-no-life-complete-collection-blu-ray-primary.jpg,,
Waiting in the Summer Blu-ray,Waiting-in-the-Summer-2023-Blu-ray,2023-01-10,44.99,True,SENTAI FILMWORKS,2012,325,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726025551_anime-waiting-in-the-summer-blu-ray-primary.jpg,,
Love Election and Chocolate Blu-ray,Love-Election-and-Chocolate-Blu-ray,2023-01-03,37.49,True,SENTAI FILMWORKS,2012,325,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726024653_anime-love-election-and-chocolate-blu-ray-primary.jpg,,
Demon Slayer Kimetsu no Yaiba Entertainment District Arc Limited Edition Blu-ray,Demon-Slayer-Kimetsu-no-Yaiba-Entertainment-District-Arc-Limited-Edition-Blu-ray,2022-12-20,139.98,True,ANIPLEX OF AMERICA,2021,291,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816546027476_anime-demon-slayer-kimetsu-no-yaiba-entertainment-district-arc-limited-edition-blu-ray-primary.jpg,,
ParaNorman 4K HDR/2K Blu-ray,ParaNorman-4K-HDR-2K-Blu-ray,2022-12-13,26.98,True,SHOUT FACTORY,2012,92,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663231823_anime-paranorman-4k-hdr-2k-blu-ray-primary.jpg,,
ParaNorman Limited Edition Steelbook 4K HDR/2K Blu-ray,ParaNorman-Limited-Edition-Steelbook-4K-HDR-2K-Blu-ray,2022-12-13,31.48,True,SHOUT FACTORY,2012,92,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663231854_anime-paranorman-limited-edition-steelbook-4k-hdr-2k-blu-ray-primary.jpg,,
Coraline 4K HDR/2K Blu-ray,Coraline-4K-HDR-2K-Blu-ray,2022-12-13,26.98,True,SHOUT FACTORY,2009,100,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663231762_anime-coraline-4k-hdr-2k-blu-ray-primary.jpg,,
Coraline Limited Edition Steelbook 4K HDR/2K Blu-ray,Coraline-Limited-Edition-Steelbook-4K-HDR-2K-Blu-ray,2022-12-13,31.48,True,SHOUT FACTORY,2009,100,"['English', 'Spanish', 'French']","['English', 'Spanish', 'French']",https://www.rightstufanime.com/images/productImages/826663231793_anime-coraline-limited-edition-steelbook-4k-ultra-hd-blu-ray-primary.jpg,,
Teasing Master Takagi-san Season 3 Blu-ray,Teasing-Master-Takagi-san-Season-3-Blu-ray,2022-12-20,52.49,True,SENTAI FILMWORKS,2022,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026053_anime-teasing-master-takagi-san-season-3-blu-ray-primary.jpg,,
Carole & Tuesday Blu-ray,Carole-and-Tuesday-Blu-ray,2022-12-20,67.49,True,SENTAI FILMWORKS,2019,600,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726026152_anime-carole-and-tuesday-blu-ray-primary.jpg,,
Chaika The Coffin Princess Complete Series Blu-ray,Chaika-The-Coffin-Princess-Complete-Series-2022-Blu-ray,2022-12-20,59.99,False,SENTAI FILMWORKS,2014,575,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726024059_anime-chaika-the-coffin-princess-complete-series-blu-ray-primary.jpg,,
Toka Gettan The Moonlight Lady Returns Blu-ray,Toka-Gettan-The-Moonlight-Lady-Returns-Blu-ray,2022-12-13,59.99,True,SENTAI FILMWORKS,2007,650,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726025650_anime-toka-gettan-the-moonlight-lady-returns-blu-ray-primary.jpg,,
Just Because Blu-ray,Just-Because-2022-Blu-ray,2022-12-13,44.99,True,SENTAI FILMWORKS,2017,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726025858_anime-just-because-blu-ray-primary.jpg,,
Monthly Girls Nozaki-kun Blu-ray,Monthly-Girls-Nozaki-kun-2022-Blu-ray,2022-12-06,44.99,True,SENTAI FILMWORKS,2014,300,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726024158_anime-monthly-girls-nozaki-kun-blu-ray-primary.jpg,,
Beyond the Boundary Blu-ray,Beyond-the-Boundary-Blu-ray,2022-12-06,59.99,True,SENTAI FILMWORKS,2013,495,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726025759_anime-beyone-the-boundary-blu-ray-primary.jpg,,
The Sonny Chiba Collection Blu-ray,The-Sonny-Chiba-Collection-Blu-ray,2022-11-15,55.98,True,SHOUT FACTORY,1972,741,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/826663231694_liveaction-the-sonny-chiba-collection-blu-ray-primary.jpg,,
"Listen to Me, Girls. I Am Your Father! Blu-ray",Listen-to-Me-Girls-I-Am-Your-Father-Blu-ray,2022-11-29,37.49,True,SENTAI FILMWORKS,2012,325,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726025452_anime-listen-to-me-girls-i-am-your-father-blu-ray-primary.jpg,,
Princess Principal Crown Handler Chapter 2 Blu-ray,Princess-Principal-Crown-Handler-Chapter-2-Blu-ray,2022-11-22,22.49,True,SENTAI FILMWORKS,2021,55,"['English', 'Japanese']",['English'],https://www.rightstufanime.com/images/productImages/816726024851_anime-princess-principal-crown-handler-chapter-2-blu-ray-primary.jpg,,
Sakura Trick Blu-ray,Sakura-Trick-2022-Blu-ray,2022-11-15,37.49,True,SENTAI FILMWORKS,2014,300,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726023359_anime-sakura-trick-blu-ray-primary.jpg,,
Kinmoza! Thank You!! Movie Blu-ray,Kinmoza-Thank-You-Movie-Blu-ray,2022-11-08,22.49,True,SENTAI FILMWORKS,2021,80,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726023656_anime-kinmoza-thank-you-movie-blu-ray-primary.jpg,,
Kinmoza! Pretty Days Blu-ray,Kinmoza-Pretty-Days-Blu-ray,2022-11-08,18.74,True,SENTAI FILMWORKS,2016,50,['Japanese'],['English'],https://www.rightstufanime.com/images/productImages/816726025254_anime-kinmoza-pretty-days-blu-ray-primary.jpg,,
